DEPT,GR,CAL,RESDEEP,RESMED,NPHI,RHOB,PE,TOC,VCLAY,VOTZ,VOTZ,VCLC,VPYR,VOM,BVH,BVWF,BVWI,Sw,OIP,SUM OIP,Electrofacies
6605.50,66.80,6.81,415.01,877.02,0.00,2.21,3.28,0.07,1.00,0.61,0.13,0.67,0.04,0.02,0.15,0.13,0.08,0.51,0.01,44.06,0.06
6606.00,24.11,4.17,1074.88,726.82,-0.12,2.61,8.80,0.01,1.00,0.72,0.52,0.12,0.07,0.05,0.38,0.09,0.06,0.31,0.14,48.70,0.40
6606.50,41.19,0.31,1431.53,484.18,0.44,2.65,9.95,0.05,1.00,0.62,0.10,0.71,0.01,0.09,0.06,0.01,0.01,0.80,0.11,32.43,0.32
6607.00,38.45,11.92,1437.98,1295.79,0.23,2.31,8.21,0.03,1.00,0.69,0.27,0.53,0.05,0.02,0.22,0.13,0.05,0.80,0.14,25.39,0.68
6607.50,1.33,9.76,467.05,807.23,0.35,2.94,3.06,0.03,1.00,0.60,0.15,0.75,0.04,0.09,0.17,0.02,0.06,0.62,0.11,36.60,0.91
6608.00,136.02,8.38,753.04,32.08,-0.13,2.01,6.54,0.01,1.00,0.61,0.14,0.65,0.02,0.01,0.34,0.02,0.08,0.45,0.23,3.60,0.99
6608.50,40.76,14.80,1350.55,540.30,0.08,2.06,7.08,0.04,1.00,0.67,0.12,0.56,0.03,0.05,0.07,0.00,0.07,0.19,0.02,16.09,0.73
6609.00,33.15,1.84,987.98,813.57,0.00,2.44,9.96,0.02,1.00,0.66,0.59,0.24,0.08,0.08,0.38,0.05,0.05,0.13,0.15,42.98,0.79
6609.50,25.04,15.63,1849.73,525.77,-0.13,2.53,2.53,0.01,1.00,0.78,0.14,0.57,0.04,0.04,0.04,0.15,0.07,0.67,0.12,21.74,0.24
6610.00,129.61,5.43,495.66,397.95,0.37,2.70,4.39,0.03,1.00,0.64,0.58,0.67,0.03,0.08,0.30,0.18,0.03,0.76,0.15,40.60,0.38
6610.50,72.33,5.03,1979.19,672.60,0.21,2.88,0.83,0.09,1.00,0.64,0.39,0.40,0.08,0.06,0.08,0.16,0.05,0.10,0.03,34.40,0.36
6611.00,25.21,10.70,160.07,1945.22,0.44,2.46,9.94,0.07,1.00,0.67,0.15,0.58,0.03,0.01,0.26,0.01,0.01,0.15,0.13,25.62,0.21
6611.50,71.17,6.26,526.60,499.48,0.20,2.54,5.82,0.08,1.00,0.65,0.51,0.62,0.10,0.01,0.05,0.16,0.06,0.01,0.04,38.86,0.53
6612.00,34.34,7.73,1352.57,686.70,0.11,2.79,4.60,0.05,1.00,0.64,0.40,0.66,0.09,0.00,0.15,0.06,0.04,0.36,0.01,10.85,0.34
6612.50,126.91,7.60,510.52,1949.68,0.23,2.27,8.64,0.01,1.00,0.71,0.37,0.26,0.03,0.09,0.20,0.15,0.10,0.61,0.22,8.76,0.13
6613.00,95.93,9.66,683.21,665.84,0.27,2.60,0.55,0.03,1.00,0.64,0.24,0.74,0.03,0.02,0.00,0.02,0.03,0.99,0.25,23.23,0.33
6613.50,139.14,12.85,689.72,605.80,0.44,2.34,1.25,0.01,1.00,0.72,0.54,0.80,0.09,0.03,0.39,0.08,0.09,0.37,0.21,10.10,0.48
6614.00,123.31,0.81,529.66,1058.99,0.41,2.39,7.15,0.02,1.00,0.76,0.56,0.61,0.05,0.06,0.06,0.18,0.06,0.66,0.12,15.97,0.10
6614.50,120.74,6.67,515.53,849.31,0.34,2.09,6.10,0.06,1.00,0.65,0.52,0.32,0.02,0.02,0.14,0.01,0.07,0.24,0.20,5.19,0.65
6615.00,90.12,15.31,603.54,635.55,0.01,2.51,4.92,0.03,1.00,0.67,0.12,0.17,0.03,0.00,0.15,0.10,0.01,0.19,0.12,20.11,0.84
6615.50,96.65,10.43,1729.80,762.37,-0.05,2.20,7.26,0.00,1.00,0.70,0.29,0.27,0.01,0.02,0.05,0.07,0.09,0.66,0.10,18.75,0.73
6616.00,112.06,11.76,1966.91,177.74,0.24,2.36,7.17,0.01,1.00,0.65,0.25,0.75,0.04,0.07,0.30,0.12,0.09,0.98,0.14,1.03,0.18
6616.50,103.05,4.74,1229.81,740.79,0.41,2.85,0.68,0.08,1.00,0.73,0.60,0.16,0.08,0.02,0.11,0.09,0.08,0.63,0.09,49.76,0.36
6617.00,107.33,12.10,662.37,1005.37,0.31,2.14,1.75,0.00,1.00,0.71,0.59,0.50,0.04,0.02,0.27,0.10,0.06,0.21,0.21,36.16,0.10
6617.50,34.24,13.43,486.80,1562.27,0.20,2.72,7.16,0.05,1.00,0.66,0.27,0.38,0.03,0.08,0.15,0.16,0.08,0.90,0.03,17.56,0.45
6618.00,127.56,8.72,1450.48,1277.80,0.13,2.35,6.95,0.00,1.00,0.60,0.33,0.26,0.02,0.02,0.01,0.11,0.04,0.36,0.08,16.81,0.96
6618.50,98.10,3.59,1508.40,129.86,-0.10,2.72,0.44,0.08,1.00,0.66,0.28,0.72,0.02,0.05,0.38,0.09,0.09,0.95,0.14,24.66,0.97
6619.00,101.04,13.49,511.62,1722.74,0.18,2.93,5.06,0.09,1.00,0.61,0.42,0.50,0.09,0.02,0.19,0.05,0.07,0.45,0.07,40.27,0.39
6619.50,127.86,2.51,1271.19,1710.55,0.09,2.45,4.02,0.03,1.00,0.65,0.54,0.64,0.10,0.04,0.35,0.17,0.08,0.87,0.22,6.57,0.21
6620.00,56.78,12.88,1086.60,1639.33,0.21,2.40,7.76,0.09,1.00,0.79,0.52,0.48,0.09,0.04,0.21,0.02,0.08,0.71,0.16,45.38,0.52
6620.50,114.59,13.37,468.53,979.81,0.32,2.64,6.20,0.03,1.00,0.62,0.58,0.76,0.00,0.05,0.23,0.13,0.07,0.01,0.24,3.36,0.10
6621.00,96.93,12.51,1834.05,709.51,0.15,2.92,3.62,0.04,1.00,0.71,0.50,0.54,0.04,0.09,0.11,0.03,0.03,0.40,0.03,16.25,0.73
6621.50,4.03,7.70,763.51,596.87,0.37,2.27,1.39,0.08,1.00,0.61,0.51,0.80,0.05,0.09,0.34,0.08,0.05,0.19,0.10,27.68,0.59
6622.00,74.22,12.06,1747.55,1481.34,0.07,2.74,1.52,0.06,1.00,0.66,0.27,0.44,0.07,0.02,0.13,0.17,0.02,0.22,0.23,47.66,0.07
6622.50,80.42,0.17,1958.33,552.08,0.01,2.00,9.25,0.07,1.00,0.77,0.43,0.70,0.01,0.01,0.22,0.15,0.09,0.01,0.16,1.75,0.08
6623.00,110.11,6.19,1587.66,659.38,0.27,2.87,7.70,0.04,1.00,0.75,0.17,0.76,0.08,0.06,0.07,0.11,0.01,0.40,0.10,27.77,0.57
6623.50,72.26,10.32,642.18,1782.00,0.35,2.04,8.85,0.02,1.00,0.62,0.55,0.48,0.06,0.03,0.25,0.11,0.08,0.64,0.04,20.98,0.68
6624.00,13.65,9.88,865.40,1013.44,0.21,1.98,0.88,0.02,1.00,0.65,0.53,0.74,0.09,0.06,0.03,0.11,0.07,0.15,0.06,11.93,0.17
6624.50,105.40,0.73,918.37,4.63,0.34,2.38,2.68,0.04,1.00,0.71,0.19,0.69,0.04,0.02,0.25,0.01,0.07,0.19,0.06,37.46,0.34
6625.00,58.24,15.02,1167.28,1694.60,0.27,2.09,3.99,0.08,1.00,0.67,0.49,0.59,0.03,0.07,0.03,0.06,0.07,0.37,0.13,14.73,0.16
6625.50,82.17,8.58,1330.36,359.69,0.08,2.80,5.91,0.06,1.00,0.64,0.24,0.20,0.00,0.04,0.23,0.06,0.08,0.95,0.24,20.98,0.75
6626.00,63.47,8.24,701.15,1823.65,0.22,2.02,2.09,0.09,1.00,0.67,0.39,0.65,0.02,0.05,0.19,0.09,0.04,0.61,0.06,26.68,0.86
6626.50,143.63,1.67,1318.66,112.25,0.34,2.61,5.79,0.06,1.00,0.78,0.20,0.11,0.03,0.09,0.35,0.13,0.01,0.04,0.02,41.06,0.67
6627.00,123.78,10.40,1192.60,1726.76,-0.05,2.79,5.55,0.06,1.00,0.74,0.59,0.31,0.09,0.01,0.23,0.17,0.03,0.72,0.01,22.18,0.20
6627.50,81.55,11.69,992.18,549.26,-0.06,2.64,7.92,0.02,1.00,0.60,0.45,0.67,0.00,0.05,0.14,0.13,0.01,0.30,0.25,35.41,0.61
6628.00,8.51,2.19,1553.75,625.42,0.37,2.10,4.82,0.02,1.00,0.60,0.20,0.11,0.03,0.04,0.07,0.10,0.01,0.25,0.02,37.60,0.35
6628.50,30.61,10.03,134.88,679.94,-0.09,2.13,5.88,0.01,1.00,0.72,0.32,0.25,0.04,0.03,0.16,0.19,0.05,0.28,0.16,9.29,0.05
6629.00,34.95,1.60,1105.68,1623.57,0.37,2.48,8.50,0.02,1.00,0.69,0.19,0.64,0.00,0.08,0.27,0.04,0.03,0.52,0.12,38.55,0.83
6629.50,105.56,8.74,1282.69,346.07,0.08,1.99,8.63,0.02,1.00,0.79,0.56,0.40,0.02,0.07,0.35,0.18,0.05,0.94,0.20,25.67,0.53
6630.00,49.39,5.02,1294.29,1033.03,-0.01,2.19,9.67,0.09,1.00,0.74,0.22,0.35,0.09,0.03,0.34,0.12,0.02,0.93,0.19,31.86,0.89
6630.50,53.49,9.98,974.30,1010.57,0.27,2.48,4.98,0.02,1.00,0.80,0.21,0.75,0.03,0.06,0.36,0.08,0.00,0.26,0.25,11.60,0.35
6631.00,47.11,12.31,1991.53,908.38,-0.11,2.04,7.54,0.00,1.00,0.71,0.47,0.41,0.07,0.06,0.30,0.04,0.09,0.35,0.23,44.11,0.24
6631.50,31.46,14.78,252.99,1489.26,0.12,1.96,9.06,0.07,1.00,0.78,0.54,0.48,0.00,0.09,0.06,0.11,0.04,0.89,0.08,48.89,0.34
6632.00,144.88,15.30,1143.51,1703.66,-0.09,2.84,0.09,0.07,1.00,0.66,0.28,0.70,0.04,0.04,0.01,0.01,0.06,0.88,0.02,9.79,0.73
6632.50,58.64,10.97,52.96,1426.71,-0.04,2.66,2.13,0.04,1.00,0.65,0.34,0.17,0.02,0.02,0.37,0.20,0.05,0.06,0.17,4.20,0.70
6633.00,83.49,4.95,424.25,406.39,0.42,2.00,9.45,0.10,1.00,0.77,0.37,0.58,0.08,0.07,0.29,0.12,0.04,0.93,0.01,44.08,0.97
6633.50,12.37,14.69,520.02,193.50,0.38,2.65,1.53,0.06,1.00,0.70,0.15,0.72,0.06,0.03,0.06,0.11,0.05,0.51,0.20,26.91,0.37
6634.00,72.22,5.92,963.23,541.12,0.19,2.56,7.26,0.07,1.00,0.73,0.48,0.71,0.08,0.03,0.07,0.03,0.01,0.08,0.19,16.56,0.82
6634.50,96.78,15.29,706.05,1449.65,-0.11,2.75,5.29,0.02,1.00,0.78,0.12,0.48,0.01,0.02,0.17,0.11,0.04,0.76,0.09,26.50,0.15
6635.00,27.96,13.12,169.12,656.79,0.24,2.24,8.36,0.03,1.00,0.61,0.22,0.75,0.09,0.05,0.07,0.10,0.07,0.10,0.16,6.22,0.64
6635.50,77.41,15.75,1489.24,972.69,0.05,2.03,4.30,0.06,1.00,0.72,0.40,0.71,0.01,0.03,0.37,0.09,0.09,0.04,0.20,18.84,0.80
6636.00,55.15,9.03,1213.51,1093.97,-0.14,2.07,5.66,0.04,1.00,0.71,0.18,0.39,0.06,0.09,0.14,0.14,0.05,0.84,0.08,31.42,0.62
6636.50,98.05,7.38,102.34,1005.16,0.33,2.38,8.12,0.05,1.00,0.70,0.15,0.77,0.01,0.08,0.38,0.09,0.03,0.04,0.12,27.94,0.49
6637.00,73.20,3.29,1044.20,1729.25,0.45,2.68,8.46,0.05,1.00,0.73,0.50,0.70,0.04,0.04,0.17,0.11,0.00,0.54,0.02,23.66,0.80
6637.50,87.26,1.53,1868.86,1872.49,0.10,2.20,5.45,0.02,1.00,0.77,0.21,0.61,0.06,0.00,0.02,0.12,0.02,0.52,0.11,10.74,0.20
6638.00,5.14,6.17,1242.78,390.00,0.40,2.49,0.29,0.02,1.00,0.78,0.12,0.11,0.01,0.04,0.37,0.08,0.03,0.40,0.01,17.68,0.34
6638.50,101.98,10.86,522.20,1557.99,0.31,2.57,7.20,0.02,1.00,0.70,0.10,0.54,0.03,0.02,0.32,0.16,0.01,0.15,0.12,49.51,0.15
6639.00,100.63,15.06,1429.02,1545.13,-0.02,2.51,9.39,0.10,1.00,0.68,0.22,0.67,0.04,0.01,0.25,0.02,0.04,0.84,0.07,19.40,0.50
6639.50,27.79,2.91,1977.40,396.33,0.02,2.68,8.61,0.05,1.00,0.65,0.22,0.71,0.07,0.06,0.12,0.09,0.10,0.91,0.07,3.68,0.77
6640.00,106.44,12.64,583.40,57.36,0.30,2.59,2.15,0.07,1.00,0.76,0.41,0.25,0.08,0.07,0.15,0.19,0.06,0.84,0.09,37.98,0.73
6640.50,60.39,5.23,1049.50,571.69,0.44,2.80,2.39,0.04,1.00,0.74,0.30,0.65,0.01,0.02,0.39,0.05,0.01,0.65,0.16,28.64,0.43
6641.00,54.78,6.88,662.90,308.49,0.26,2.18,7.13,0.08,1.00,0.67,0.22,0.44,0.09,0.10,0.03,0.15,0.03,0.12,0.15,28.65,0.03
6641.50,22.44,12.75,1788.34,1631.41,0.43,2.49,6.55,0.04,1.00,0.75,0.37,0.47,0.10,0.07,0.03,0.06,0.10,0.99,0.24,39.62,0.62
6642.00,25.40,13.86,949.86,806.15,0.10,2.83,3.10,0.07,1.00,0.64,0.37,0.49,0.00,0.01,0.22,0.02,0.08,0.78,0.08,18.76,0.00
6642.50,41.63,14.97,1593.21,1793.82,0.27,2.02,7.85,0.07,1.00,0.72,0.32,0.22,0.09,0.10,0.10,0.04,0.04,0.14,0.06,40.87,0.81
6643.00,3.06,0.74,137.86,1468.22,0.14,2.18,1.28,0.01,1.00,0.66,0.14,0.54,0.05,0.06,0.04,0.08,0.09,0.17,0.21,17.39,0.18
6643.50,49.80,12.18,466.47,116.15,0.15,2.75,3.67,0.01,1.00,0.76,0.43,0.37,0.08,0.09,0.16,0.14,0.01,1.00,0.11,41.32,0.85
6644.00,97.47,14.44,1109.03,1451.91,0.21,2.87,9.82,0.08,1.00,0.76,0.19,0.32,0.06,0.01,0.27,0.06,0.08,0.72,0.25,27.71,0.66
6644.50,131.44,13.59,1074.34,502.38,0.24,2.82,6.47,0.05,1.00,0.71,0.43,0.26,0.01,0.07,0.30,0.16,0.08,0.82,0.19,11.06,0.12
6645.00,11.77,9.53,617.72,431.92,-0.04,2.16,3.23,0.10,1.00,0.63,0.39,0.28,0.00,0.06,0.33,0.14,0.05,0.56,0.02,44.57,0.90
6645.50,14.92,4.91,1131.80,689.72,0.18,2.15,9.07,0.09,1.00,0.65,0.12,0.29,0.02,0.01,0.16,0.17,0.07,0.41,0.18,19.23,0.28
6646.00,24.48,3.55,1122.26,1367.18,0.02,2.21,2.99,0.05,1.00,0.73,0.16,0.11,0.09,0.03,0.01,0.02,0.04,0.82,0.12,23.67,0.18
6646.50,95.54,6.77,457.18,1637.75,0.09,2.58,2.62,0.01,1.00,0.66,0.40,0.33,0.00,0.10,0.31,0.14,0.09,0.00,0.10,42.20,0.82
6647.00,131.41,7.18,1724.09,1279.14,-0.01,2.88,2.20,0.01,1.00,0.70,0.16,0.24,0.08,0.07,0.18,0.12,0.06,0.42,0.03,29.72,0.46
6647.50,63.11,14.21,324.84,1043.60,0.24,2.79,3.89,0.02,1.00,0.76,0.55,0.26,0.07,0.02,0.36,0.16,0.10,0.56,0.03,42.06,0.99
6648.00,99.55,7.00,1789.03,445.95,0.03,2.78,5.16,0.07,1.00,0.78,0.26,0.78,0.08,0.01,0.04,0.19,0.07,0.20,0.10,0.27,0.09
6648.50,69.79,8.45,669.16,407.63,0.39,2.28,1.25,0.01,1.00,0.66,0.23,0.47,0.10,0.01,0.25,0.14,0.02,0.88,0.16,38.37,0.13
6649.00,49.48,0.62,643.46,1866.78,0.05,2.27,6.70,0.02,1.00,0.71,0.26,0.63,0.08,0.09,0.01,0.00,0.01,0.86,0.19,14.64,0.22
6649.50,148.92,3.63,133.18,1740.88,-0.02,2.87,2.62,0.09,1.00,0.71,0.45,0.24,0.05,0.03,0.24,0.03,0.08,0.83,0.03,39.34,0.22
6650.00,53.62,3.29,1278.63,1668.49,0.27,2.65,4.06,0.03,1.00,0.69,0.43,0.75,0.10,0.02,0.14,0.10,0.06,0.43,0.20,2.37,0.35
6650.50,104.06,9.15,1629.58,1539.44,-0.04,2.78,0.70,0.01,1.00,0.64,0.53,0.21,0.02,0.02,0.16,0.15,0.08,0.03,0.05,6.67,0.08
6651.00,106.43,0.74,1364.96,1993.87,0.01,2.82,3.56,0.09,1.00,0.62,0.33,0.46,0.10,0.02,0.20,0.02,0.08,0.58,0.12,17.21,0.21
6651.50,10.18,6.23,932.73,1112.73,-0.09,2.88,0.62,0.00,1.00,0.79,0.21,0.39,0.04,0.08,0.23,0.19,0.06,0.66,0.22,31.34,0.18
6652.00,42.43,9.12,550.45,1249.77,0.05,1.97,0.16,0.01,1.00,0.78,0.27,0.30,0.03,0.04,0.40,0.20,0.00,0.52,0.16,0.42,0.50
6652.50,95.36,7.54,1887.74,906.06,0.02,2.32,2.16,0.07,1.00,0.69,0.54,0.46,0.07,0.02,0.26,0.01,0.10,0.36,0.06,37.90,0.33
6653.00,149.34,3.86,604.18,1093.58,0.03,2.62,9.67,0.06,1.00,0.69,0.38,0.31,0.00,0.05,0.14,0.01,0.05,0.90,0.24,44.06,0.97
6653.50,19.62,3.85,1722.63,1688.90,0.27,2.73,7.14,0.08,1.00,0.62,0.59,0.62,0.09,0.08,0.37,0.15,0.08,0.63,0.05,29.33,0.45
6654.00,62.80,4.37,954.67,1239.86,0.06,2.58,4.08,0.09,1.00,0.69,0.37,0.49,0.06,0.06,0.33,0.03,0.07,0.86,0.02,9.65,0.92
6654.50,127.31,15.49,43.55,431.08,0.29,2.94,6.62,0.02,1.00,0.70,0.56,0.19,0.01,0.03,0.11,0.17,0.07,0.74,0.23,22.70,0.02
6655.00,103.13,4.26,1821.48,780.05,0.41,2.44,7.47,0.10,1.00,0.75,0.20,0.75,0.06,0.08,0.34,0.15,0.02,0.46,0.18,22.80,0.55
6655.50,85.56,2.00,575.36,1850.17,0.30,2.17,4.39,0.04,1.00,0.64,0.51,0.78,0.02,0.02,0.20,0.16,0.03,0.46,0.15,18.97,0.04
6656.00,136.06,7.88,1675.01,1652.36,0.33,2.83,7.54,0.10,1.00,0.77,0.13,0.13,0.05,0.00,0.11,0.12,0.06,0.54,0.05,13.40,0.73
6656.50,38.18,15.58,800.82,1672.73,-0.11,2.39,2.64,0.06,1.00,0.71,0.14,0.44,0.06,0.03,0.15,0.08,0.04,0.11,0.16,46.61,0.08
6657.00,40.91,0.35,644.08,1966.53,0.23,2.59,3.86,0.05,1.00,0.79,0.45,0.50,0.04,0.01,0.11,0.03,0.08,0.57,0.23,49.80,0.16
6657.50,137.12,13.90,48.06,132.42,0.43,2.62,4.78,0.08,1.00,0.60,0.47,0.24,0.09,0.06,0.30,0.03,0.08,0.40,0.12,49.17,0.45
6658.00,43.81,14.07,1471.76,1247.35,0.39,2.78,3.43,0.06,1.00,0.65,0.45,0.24,0.04,0.09,0.35,0.15,0.07,0.93,0.06,10.27,0.63
6658.50,96.74,10.62,502.18,1088.54,0.44,2.12,3.29,0.03,1.00,0.61,0.34,0.67,0.05,0.01,0.04,0.10,0.06,0.69,0.06,44.64,0.86
6659.00,31.13,0.48,63.10,926.23,0.02,2.03,1.43,0.05,1.00,0.68,0.54,0.28,0.09,0.00,0.10,0.12,0.10,0.54,0.22,43.52,0.72
6659.50,17.87,1.67,1619.56,1556.10,0.10,2.47,1.97,0.02,1.00,0.61,0.24,0.23,0.08,0.01,0.22,0.13,0.07,0.52,0.04,22.17,0.45
6660.00,112.29,7.33,853.07,1433.08,-0.05,2.56,5.02,0.05,1.00,0.79,0.18,0.18,0.03,0.07,0.09,0.15,0.08,0.14,0.24,38.38,0.34
6660.50,124.41,6.65,389.79,1005.24,0.34,2.06,0.25,0.03,1.00,0.74,0.49,0.64,0.02,0.09,0.03,0.02,0.06,0.12,0.10,19.27,0.98
6661.00,10.81,6.98,361.85,1396.43,-0.00,2.23,2.77,0.04,1.00,0.71,0.15,0.47,0.04,0.07,0.23,0.11,0.00,0.70,0.22,34.03,0.25
6661.50,89.04,7.17,165.63,23.27,-0.01,2.02,9.24,0.05,1.00,0.61,0.43,0.57,0.02,0.09,0.21,0.14,0.04,0.36,0.13,28.45,0.25
6662.00,66.64,3.37,1902.01,409.32,0.44,2.80,6.47,0.08,1.00,0.75,0.22,0.49,0.03,0.09,0.26,0.06,0.06,0.74,0.03,46.96,0.84
6662.50,144.32,15.84,380.74,240.56,0.34,2.01,5.84,0.04,1.00,0.63,0.59,0.79,0.10,0.06,0.10,0.10,0.07,0.62,0.17,3.60,0.82
6663.00,1.30,12.44,651.39,1088.70,0.08,2.77,1.19,0.09,1.00,0.64,0.44,0.37,0.02,0.00,0.09,0.12,0.04,0.77,0.08,42.30,0.84
6663.50,41.67,9.49,1691.68,1763.98,0.02,2.59,1.51,0.02,1.00,0.61,0.40,0.25,0.01,0.01,0.32,0.20,0.03,0.85,0.18,18.05,0.25
6664.00,28.64,7.99,5.22,578.45,0.06,2.69,3.38,0.00,1.00,0.73,0.45,0.43,0.08,0.09,0.33,0.20,0.00,0.55,0.08,41.22,0.50
6664.50,31.47,5.15,988.10,588.73,0.32,2.21,8.76,0.09,1.00,0.68,0.18,0.71,0.04,0.05,0.03,0.08,0.05,0.15,0.00,25.47,0.98
6665.00,109.14,9.57,927.49,1658.37,0.02,2.25,7.19,0.03,1.00,0.72,0.14,0.17,0.05,0.07,0.30,0.15,0.01,0.58,0.05,7.64,0.12
6665.50,12.26,0.18,760.50,359.51,0.33,2.13,1.61,0.04,1.00,0.70,0.49,0.14,0.08,0.00,0.14,0.18,0.02,0.68,0.22,14.82,0.98
6666.00,20.15,13.76,1041.64,1169.77,0.42,2.27,9.68,0.03,1.00,0.76,0.40,0.51,0.06,0.02,0.37,0.14,0.03,0.39,0.06,12.64,0.29
6666.50,86.00,4.53,1750.79,1247.16,-0.10,2.83,2.92,0.05,1.00,0.76,0.13,0.13,0.06,0.01,0.02,0.17,0.05,0.05,0.01,13.54,0.39
6667.00,128.79,13.84,1201.42,1495.21,0.28,2.42,4.88,0.10,1.00,0.63,0.38,0.71,0.10,0.01,0.28,0.09,0.05,0.92,0.17,45.11,0.33
6667.50,3.24,8.57,22.91,1652.26,0.33,2.19,1.91,0.04,1.00,0.64,0.19,0.22,0.08,0.08,0.21,0.17,0.05,0.26,0.04,1.71,0.17
6668.00,42.75,5.99,1713.74,1722.80,0.37,2.70,1.42,0.06,1.00,0.65,0.49,0.37,0.06,0.01,0.06,0.13,0.09,0.88,0.04,7.10,0.08
6668.50,78.83,4.82,1998.24,1301.14,0.16,2.11,4.52,0.01,1.00,0.62,0.51,0.22,0.01,0.05,0.13,0.14,0.07,0.40,0.03,42.01,0.25
6669.00,7.65,0.13,1043.45,1847.61,0.36,2.70,6.81,0.00,1.00,0.75,0.25,0.45,0.04,0.04,0.11,0.15,0.06,0.96,0.23,17.44,0.60
6669.50,122.11,12.00,580.96,1363.60,0.22,2.13,3.81,0.03,1.00,0.73,0.26,0.65,0.03,0.08,0.23,0.13,0.06,0.28,0.15,10.03,0.57
6670.00,29.36,14.90,1685.53,566.80,0.31,2.72,9.35,0.09,1.00,0.71,0.14,0.35,0.06,0.02,0.01,0.06,0.02,0.86,0.12,21.16,0.60
6670.50,91.63,6.30,1437.19,784.74,-0.08,2.67,4.94,0.01,1.00,0.68,0.36,0.28,0.02,0.06,0.35,0.03,0.07,0.05,0.22,27.27,0.54
6671.00,148.07,6.74,31.75,492.23,-0.02,2.39,0.57,0.00,1.00,0.73,0.44,0.33,0.05,0.01,0.07,0.03,0.04,0.31,0.24,37.32,0.89
6671.50,33.15,7.13,308.86,695.35,0.03,2.13,9.53,0.08,1.00,0.66,0.10,0.75,0.02,0.00,0.06,0.19,0.10,0.38,0.18,43.13,0.09
6672.00,75.65,11.16,377.39,1396.16,-0.03,2.52,9.01,0.06,1.00,0.74,0.14,0.63,0.03,0.00,0.09,0.10,0.07,0.54,0.09,5.91,0.84
6672.50,71.19,15.03,558.53,1468.53,0.18,1.96,9.18,0.08,1.00,0.77,0.44,0.43,0.02,0.02,0.04,0.08,0.06,0.04,0.22,19.22,0.29
6673.00,135.16,13.86,1121.05,153.31,-0.09,2.58,7.51,0.04,1.00,0.67,0.33,0.73,0.04,0.09,0.23,0.15,0.02,0.45,0.03,46.08,0.82
6673.50,97.35,1.29,1602.25,308.53,0.19,2.45,4.68,0.05,1.00,0.75,0.43,0.41,0.10,0.09,0.04,0.09,0.09,0.51,0.24,38.07,0.77
6674.00,142.64,9.89,1729.81,1623.70,-0.02,2.39,2.64,0.10,1.00,0.74,0.14,0.23,0.06,0.06,0.06,0.15,0.08,0.93,0.21,28.44,0.63
6674.50,123.10,9.47,1179.98,1203.31,-0.14,2.23,1.11,0.05,1.00,0.67,0.45,0.72,0.04,0.01,0.23,0.13,0.09,0.54,0.00,8.99,0.73
6675.00,0.73,8.33,732.30,1719.71,0.17,2.36,8.73,0.09,1.00,0.79,0.38,0.59,0.09,0.02,0.30,0.17,0.08,0.22,0.09,48.95,0.80
6675.50,63.18,4.69,1387.45,1887.50,0.17,2.38,8.06,0.08,1.00,0.68,0.46,0.38,0.03,0.01,0.16,0.07,0.09,0.63,0.00,40.52,0.81
6676.00,147.46,2.74,1698.47,1543.23,0.01,2.73,6.04,0.07,1.00,0.76,0.33,0.20,0.10,0.08,0.10,0.12,0.09,0.53,0.18,5.68,0.23
6676.50,10.81,14.58,1548.31,312.74,-0.09,2.66,8.29,0.04,1.00,0.67,0.44,0.36,0.03,0.03,0.03,0.10,0.00,0.24,0.07,37.29,0.28
6677.00,59.23,0.61,959.55,666.00,0.02,2.57,1.47,0.01,1.00,0.70,0.60,0.10,0.08,0.08,0.29,0.03,0.09,0.60,0.12,40.94,0.70
6677.50,28.56,0.46,1079.18,68.30,0.35,2.59,0.37,0.04,1.00,0.78,0.58,0.32,0.02,0.06,0.18,0.10,0.02,0.61,0.09,16.63,0.19
6678.00,142.68,3.29,1450.97,934.84,0.32,2.71,7.72,0.00,1.00,0.79,0.17,0.31,0.02,0.00,0.21,0.14,0.06,0.94,0.09,30.68,0.36
6678.50,57.52,5.63,108.95,1126.64,0.26,2.04,1.46,0.05,1.00,0.73,0.14,0.14,0.00,0.05,0.01,0.18,0.04,0.91,0.18,2.59,0.84
6679.00,13.89,14.15,168.93,932.49,0.29,2.76,9.41,0.06,1.00,0.72,0.23,0.31,0.08,0.03,0.34,0.20,0.08,0.17,0.20,19.75,0.15
6679.50,27.90,12.92,1785.28,1757.36,-0.11,2.72,8.01,0.06,1.00,0.62,0.20,0.70,0.04,0.10,0.08,0.05,0.08,0.96,0.11,31.50,0.52
6680.00,8.39,3.15,769.63,1423.41,0.39,2.69,5.79,0.05,1.00,0.74,0.22,0.42,0.05,0.09,0.25,0.01,0.09,0.06,0.12,12.39,0.39
6680.50,47.74,6.97,1707.45,1005.22,-0.06,2.03,2.32,0.09,1.00,0.64,0.45,0.46,0.04,0.05,0.06,0.07,0.04,0.02,0.05,28.16,0.83
6681.00,23.23,5.55,1252.69,1099.15,0.25,2.26,0.56,0.08,1.00,0.68,0.52,0.48,0.05,0.01,0.33,0.13,0.04,0.14,0.23,16.09,0.55
6681.50,64.98,8.81,1857.38,1214.64,0.21,2.87,9.14,0.06,1.00,0.61,0.40,0.16,0.03,0.09,0.18,0.13,0.04,0.50,0.08,43.71,0.37
